报文名称,报文类型,报文ID,报文发送类型,报文周期时间,子ID,报文长度,位,信号长度,信号名称(英文),信号名称(中文)
SECUP_0x487,Normal,0x487,CE,100/1000,No,8,8.0-8.2,3,FR_Seat_Feedback_S,副驾座椅反馈
SECUP_0x487,Normal,0x487,CE,100/1000,No,8,8.3-8.4,2,Zero_Gravity_Configuration_For_Copilot_S,副驾零重力配置
SECUP_0x487,Normal,0x487,CE,100/1000,No,8,8.5,1,First_Officer_Zero_Gravity_Memory_Flag_S,副驾零重力记忆标志位
SECUP_0x487,Normal,0x487,CE,100/1000,No,8,8.6-8.7,2,Reserved_S,预留
SECUP_0x2FF,Normal,0x2FF,Cycle,100,Yes,8,,,,
SECUP_0x2FF,Normal,0x2FF,Cycle,100,Multiplexor,8,1.0-1.7,8,Child_ID_2FF_S,子ID_2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x01,8,2.0-2.7,8,Main_Seat_Left_Flank_Pres_Feedback_2FF_S,主驾坐垫左侧侧翼压力值反馈
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x01,8,3.0-3.7,8,Main_Seat_Right_Flank_Pres_Feedback_2FF_S,主驾坐垫右侧侧翼压力值反馈
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x01,8,4.0-4.7,8,Main_Driver_Back_L_Flank_Pres_Feedback_2FF_S,主驾靠背左侧侧翼压力值反馈
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x01,8,5.0-5.7,8,Main_Driver_Back_R_Flank_Pres_Feedback_2FF_S,主驾靠背右侧侧翼压力值反馈
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x01,8,6.0-6.1,2,Main_Driver_Flank_Cond_Status_Feedback_2FF_S,主驾侧翼调节状态反馈
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x01,8,6.2-6.3,2,Active_Wing_Ctrl_Way_2FF_S,主动侧翼控制方式
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x01,8,6.4-6.5,2,Driver_Voice_Adjustment_Marker_2FF_S,副驾语音调节标志位反馈-2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x01,8,6.6-6.7,2,LDKJ_Full_Staff_And_Luggage_2FF_S,灵动空间整车满载配置-2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x01,8,7.0-7.7,8,Voice_control_Roadcast_Request_2FF_S,语音控制播报请求-2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x01,8,8.0-8.7,8,CoPilot_Seat_Execution_Result_Fdbk_2FF_S,副驾座椅执行结果反馈-2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,Multiplexor,8,1.0-1.7,8,Child_ID_2FF_S,子ID_2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x02,8,2.0-2.7,8,First_Officer_Left_Flank_Pres_Feedback_2FF_S,副驾坐垫左侧侧翼压力值反馈
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x02,8,3.0-3.7,8,First_Officer_Right_Flank_Pres_Feedback_2FF_S,副驾坐垫右侧侧翼压力值反馈
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x02,8,4.0-4.7,8,First_Officer_Back_L_Flank_Pres_Feedback_2FF_S,副驾靠背左侧侧翼压力值反馈
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x02,8,5.0-5.7,8,First_Officer_Back_R_Flank_Pres_Feedback_2FF_S,副驾靠背右侧侧翼压力值反馈
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x02,8,6.0-6.1,2,First_Officer_Flank_Cond_Status_Feedback_2FF_S,副驾侧翼调节状态反馈
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x02,8,6.2-6.4,3,FR_Seat_Three_Speed_Ventilat_Config_2FF_S,副驾座椅通风配置
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x02,8,6.5-6.7,3,FR_Seat_Three_Speed_Heat_Config_2FF_S,副驾座椅加热配置
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x02,8,7.0-7.1,2,CoPilot_Foot_Rest_Board_Expand_Marker_2FF_S,副驾靠背脚歇板展开标志位反馈-2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x02,8,7.2-7.3,2,Front_Row_of_Bed_Confg_Feedback_2FF_S,前排大床配置反馈-2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x02,8,7.4-7.7,4,RR_Seat_OneKey_Boss_Key_sta_Feed_S,副驾座椅一键老板状态反馈
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x02,8,8.0-8.1,2,Pass_Seat_Cushion_Flank_Confg_2FF_S,副驾坐垫侧翼配置
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x02,8,8.2-8.3,2,CoPilot_Seat_Flat_Shake_Mode_Confg_2FF_S,副驾座椅平摇模式配置-2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x02,8,8.4-8.5,2,CoPilot_Seat_Wooden_Horse_Mode_Confg_2FF_S,副驾座椅木马模式配置-2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x02,8,8.6-8.7,2,CoPilot_Seat_Cradle_Mode_Confg_2FF_S,副驾座椅摇篮模式配置-2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x02,8,8.2-8.7,6,Reserved_S,预留
SECUP_0x2FF,Normal,0x2FF,Cycle,100,Multiplexor,8,1.0-1.7,8,Child_ID_2FF_S,子ID_2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x03,8,2.0-2.7,8,LR_Left_Flank_Pressure_Feedback_2FF_S,左后坐垫左侧侧翼压力值反馈
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x03,8,3.0-3.7,8,LR_Right_Flank_Pressure_Feedback_2FF_S,左后坐垫右侧侧翼压力值反馈
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x03,8,4.0-4.7,8,LR_Backrest_L_Flank_Pressure_Feedback_2FF_S,左后靠背左侧侧翼压力值反馈
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x03,8,5.0-5.7,8,LR_Backrest_R_Flank_Pressure_Feedback_2FF_S,左后靠背右侧侧翼压力值反馈
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x03,8,6.0-6.1,2,FR_Flank_Conditioning_Status_Feedback_2FF_S,左后侧翼调节状态反馈
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x03,8,6.2-6.3,2,CoPilot_Standard_Position_Config_Feedback_2FF_S,副驾标准位置配置反馈_2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x03,8,6.4-6.5,2,CoPilot_Comfortable_Position_Config_Feedback_2FF_S,副驾舒躺位置配置反馈_2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x03,8,6.6-6.7,2,CoPilot_Lying_Position_Config_Feedback_2FF_S,副驾平躺位置配置反馈_2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x03,8,7.0-7.2,3,Ventilation_Status_Of_The_Front_Passenger_Seat_Cushion2FF_S,副驾座椅坐垫通风工作状态-2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x03,8,7.3-7.5,3,Front_Driving_Seat_Cushion_Heating_Working_State2FF_S,副驾座椅坐垫加热工作状态-2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x03,8,8.0-8.2,3,Ventilation_Status_Of_The_Front_Passenger_Seat_Back2FF_S,副驾座椅靠背通风工作状态-2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x03,8,8.3-8.5,3,Front_Driving_Seat_Back_Heating_Working_State2FF_S,副驾座椅靠背加热工作状态-2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x03,8,8.6-8.7,2,Copilot_Foot_Rest_Board_Hea_3Files_Configuration2FF_S,副驾靠背脚踏三档加热配置-2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,Multiplexor,8,1.0-1.7,8,Child_ID_2FF_S,子ID_2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x04,8,2.0-2.7,8,RR_Left_Flank_Pressure_Feedback_2FF_S,右后坐垫左侧侧翼压力值反馈
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x04,8,3.0-3.7,8,RR_Right_Flank_Pressure_Feedback_2FF_S,右后坐垫右侧侧翼压力值反馈
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x04,8,4.0-4.7,8,RR_Backrest_L_Flank_Pressure_Feedback_2FF_S,右后靠背左侧侧翼压力值反馈
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x04,8,5.0-5.7,8,RR_Backrest_R_Flank_Pressure_Feedback_2FF_S,右后靠背右侧侧翼压力值反馈
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x04,8,6.0-6.1,2,RR_Flank_Conditioning_Status_Feedback_2FF_S,右后侧翼调节状态反馈
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x04,8,6.2-6.5,4,RL_Seat_Onekey_Function_Request_2FF_S,副驾to左后座椅一键功能请求-2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x04,8,6.6-6.7,2,RR_Seat_Position_Avoid_Request_2FF_S,副驾座椅避让请求-2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x04,8,7.0-7.1,2,Seat_Left_Right_Rudder_Configuration_2FF_S,座椅左右舵配置_2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x04,8,7.2-7.3,2,Wind_Deflector_Status_2FF_S,挡风板状态_2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x04,8,7.4-7.5,2,Full_Staff_And_Luggage_Confi_2FF_S,满员满载配置反馈_2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x04,8,7.6-7.7,2,Full_Staff_Travel_Confi_2FF_S,满员舒享配置反馈_2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,Multiplexor,8,1.0-1.7,8,Child_ID_2FF_S,子ID_2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x05,8,2.0-2.1,2,Passenger_Driver_Onekey_Linkage_Function_Result_Fdbk_S,副驾座椅一键联动功能结果反馈
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x05,8,2.2-2.3,2,Passenger_Driver_Backrest_TrayTable_Position_Fdbk_S,副驾靠背小桌板位置反馈
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x05,8,2.4-2.7,4,Passenger_Driver_Seat_OneButton_Down_Failed_Reason_S,副驾一键零重力失败原因
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x05,8,3.0-3.3,4,Passenger_Driver_Seat_ZeroGravity_sta_Feed_S,副驾座椅零重力状态反馈
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x05,8,3.4-3.5,2,CoPilot_Onekey_LieDown_Confg_2FF_S,副驾一键躺平配置-2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x05,8,3.6-3.7,2,One_Key_Bed_Configuration_2FF_S,一键铺床配置-2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x05,8,4.0-4.1,2,Pass_Seat_ZeroGravity_Switch_Feedback_S,副驾零重力开关状态反馈
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x05,8,4.2-4.4,3,RR_Seat_Onekey_Function_Request_S,右后座椅一键功能请求
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x05,8,4.5,1,RL_Seat_Leg_Rest_Stretch_Initialzation_Status_S,副驾座椅腿托伸缩初始化状态
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x05,8,4.6,1,CoPilot_Foot_Rest_Board_Initialzation_Status_S,副驾座椅靠背脚歇板初始化状态
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x05,8,4.7,1,Reserved_S,预留
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x05,8,5.0-5.7,8,RL_Seat_Leg_Rest_Stretch_Position_S,副驾座椅腿托伸缩位置
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x05,8,6.0-6.7,8,CoPilot_Foot_Rest_Board_Position_S,副驾座椅靠背脚歇板位置
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x05,8,7.0-7.2,3,CoPilot_Memory_Successful_sta_Feed_S,副驾记忆成功状态反馈
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x05,8,7.3-7.4,2,Massage_The_Physical_Key_Marker_Bit_2FF_S,按摩物理按键标志位
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x05,8,7.5-7.7,3,Passenger_Seat_Mass_Area_Confg_2FF_S,副驾座椅按摩区域配置_2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x05,8,8.0-8.3,4,Voice_Or_PopUp_Prompt_2FF_S,语音/弹窗提示
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x05,8,8.4-8.7,4,Working_Mode_Of_The_CoPilot_Seat_System_S,副驾座椅系统工作模式
SECUP_0x2FF,Normal,0x2FF,Cycle,100,Multiplexor,8,1.0-1.7,8,Child_ID_2FF_S,子ID_2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x06,8,2.0-2.7,8,CoPilot_Seat_Horizontal_Position_2FF_S,副驾座椅水平位置
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x06,8,3.0-3.7,8,CoPilot_Seat_Backrest_Position_2FF_S,副驾座椅靠背位置
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x06,8,4.0-4.7,8,CoPilot_Seat_Height_Position_2FF_S,副驾座椅高度位置
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x06,8,5.0-5.7,8,CoDriver_Seat_Bidet_Position_2FF_S,副驾座椅坐盆位置
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x06,8,6.0-6.2,3,Front_Pass_Seat_Back_Vent_Gear_2FF_S,副驾座椅靠背通风档位
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x06,8,6.3-6.5,3,Front_Pass_Seat_Back_Hea_Gea_2FF_S,副驾座椅靠背加热档位
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x06,8,6.6-6.7,2,Front_Pass_Seat_Back_Ventilation_On_2FF_S,副驾座椅靠背通风开启状态
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x06,8,7.0-7.1,2,Front_Pass_Seat_Back_Heating_Is_On_2FF_S,副驾座椅靠背加热开启状态
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x06,8,7.2-7.3,2,Front_Pass_Seat_Back_Ven_And_Hea_Control_Mode_2FF_S,副驾座椅靠背通风加热控制模式
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x06,8,7.4-7.5,2,Passenger_Seat_Orien_Status_2FF_S,副驾头枕状态
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x06,8,7.6-7.7,2,LDKJ_Front_Row_of_Cinema_2FF_S,灵动空间前排影院配置-2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x06,8,8,1,Passenger_Seat_Horizontal_Initialzation_Status_2FF_S,副驾座椅水平方向初始化状态
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x06,8,8.1,1,Passenger_Seat_Backrest_Direction_Initialzation_Status_2FF_S,副驾座椅靠背方向初始化状态
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x06,8,8.2,1,Passenger_Seat_Height_Direction_Initialzation_Status_2FF_S,副驾座椅高度方向初始化状态
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x06,8,8.3,1,Passenger_Seat_Basin_Direction_Initialzation_Status_2FF_S,副驾座椅坐盆方向初始化状态
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x06,8,8.4-8.7,4,RR_Seat_Onekey_Function_Request2_2FF_S,右后座椅一键功能请求2-2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,Multiplexor,8,1.0-1.7,8,Child_ID_2FF_S,子ID_2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x07,8,2.0-2.7,8,CoPilot_Memory_Location1_Backrest_Position_Feedback_S,副驾座椅记忆位置1靠背位置反馈
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x07,8,3.0-3.7,8,CoPilot_Memory_Location2_Backrest_Position_Feedback_S,副驾座椅记忆位置2靠背位置反馈
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x07,8,4.0-4.2,3,Passenger_Seat_Cushion_Vent_Gear_2FF_S,副驾座椅坐垫通风档位
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x07,8,4.3-4.5,3,Passenger_Seat_Cushion_Hea_Gea_2FF_S,副驾座椅坐垫加热档位
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x07,8,4.6-4.7,2,Passenger_Seat_Cushion_Ven_And_Hea_Control_Mode_2FF_S,副驾座椅坐垫通风加热控制模式
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x07,8,5.0-5.1,2,Passenger_Seat_Cushion_Ventilation_On_2FF_S,副驾座椅坐垫通风开启状态
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x07,8,5.2-5.3,2,Passenger_Seat_Cushion_Heating_Is_On_2FF_S,副驾座椅坐垫加热开启状态
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x07,8,5.4-5.5,2,LDKJ_Four_People_Comfort_Mode_Configuration_2FF_S,灵动空间四人舒享配置-2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x07,8,5.6-5.7,2,LDKJ_Full_Staff_Travel_2FF_S,灵动空间满员出行配置-2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x07,8,6.0-6.2,3,Copilot_Foot_Rest_Board_Hea_sta_Feed_2FF_S,副驾靠背脚踏三档加热反馈-2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x07,8,6.4-6.7,4,CoPilot_System_Working_Status_2FF_S,副驾系统工作状态_2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x07,8,7.0-7.7,8,PopUp_Prompt_Request_2FF_S,弹窗提示请求-2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x07,8,8.0-8.2,3,Seat_Distribution_Pattern_2FF_S,座椅分布形式-2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x07,8,8.4-8.7,4,Vehicle_Seat_Configuration_Level_Feedback_2FF_S,整车座椅配置等级反馈-2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,Multiplexor,8,1.0-1.7,8,Child_ID_2FF_S,子ID_2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x08,8,2.0-2.7,8,Vehicle_Seat_Mode_Exe_Rel_Fdbk_2FF_S,整车座椅模式执行结果反馈_2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x08,8,3.0-3.1,2,Seven_Peo_Full_Of_Luggage_Mode_Com_2FF_S,七人行李满载模式命令-2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x08,8,3.2-3.3,2,Seat_Seven_Peo_Comfort_Ride_Mode_Com_2FF_S,七人舒适乘坐模式命令-2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x08,8,3.4-3.5,2,Seven_Peo_Comfort_Ride_Config_Feedback_2FF_S,满员舒享配置反馈_2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x08,8,3.6-3.7,2,Seven_Peo_Full_Of_Luggage_Config_Feedback_2FF_S,满员满载配置反馈_2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x08,8,4.0-4.7,8,Working_Mode_Of_The_CoPilot_Seat_System_2_S,副驾座椅系统工作模式2-2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x08,8,5.0-5.7,8,Voice_Prompt2_2FF_S,语音提示请求2_2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x08,8,6.0-6.1,2,CoPilot_Backrest_Footrest_AntiPlayState_Feedback_2FF_S,副驾靠背脚歇板防玩状态反馈_2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x08,8,6.2-6.3,2,Trunk_Extension_Mode_Com_2FF_S,后备箱延展模式命令-2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x08,8,6.4-6.5,2,CoPilot_Sit_People_Sts_Feedback_2FF_S,副驾坐人状态反馈_2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x08,8,6.6-6.7,2,CoPilot_Belt_Sts_Feedback_2FF_S,副驾安全带状态反馈_2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x08,8,7.0-7.7,8,RR_Seat_Onekey_Function_Request3_2FF_S,副驾to右后座椅一键功能请求3_2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x08,8,8.0-8.1,2,Boss_Key_Phy_Switch_Latching_Sta_Fdbk_2FF_S,老板键物理开关解闭锁状态反馈_2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x08,8,8.2-8.4,3,CoPilot_Seat_Mass_Supplier_Info_2FF_S,副驾座椅按摩供应商信息_2FF
SECUP_0x2FF,Normal,0x2FF,Cycle,100,子ID:0x08,8,8.5-8.7,3,RR_Seat_Mass_Supplier_Info_2FF_S,右后座椅按摩供应商信息_2FF
SECUP_0x540,NM,0x540,Cycle,500,No,8,,,,
SECUP_0x540,NM,0x540,Cycle,500,No,8,1.0-1.7,8,NID_540_S,NID_540
SECUP_0x540,NM,0x540,Cycle,500,No,8,2,1,Repeat_Message_Request_540_S,RepeatMessageRequest_540
SECUP_0x540,NM,0x540,Cycle,500,No,8,2.1-2.2,2,Reserved_S,Reserved
SECUP_0x540,NM,0x540,Cycle,500,No,8,2.3,1,NM_Coordinator_Sleep_Ready_540_S,NMCoordinatorSleepReadyBit_540
SECUP_0x540,NM,0x540,Cycle,500,No,8,2.4,1,Active_Wakeup_Bit_540_S,ActiveWakeupBit_540
SECUP_0x540,NM,0x540,Cycle,500,No,8,2.5,1,Reserved_S,Reserved
SECUP_0x540,NM,0x540,Cycle,500,No,8,2.6,1,Partial_Network_Informat_540_S,PartialNetworkInformationBit_540
SECUP_0x540,NM,0x540,Cycle,500,No,8,2.7,1,Reserved_S,Reserved
SECUP_0x540,NM,0x540,Cycle,500,No,8,3,1,Partial_Network_0_540_S,PartialNetwork0_540
SECUP_0x540,NM,0x540,Cycle,500,No,8,3.1,1,Partial_Network_1_540_S,PartialNetwork1_540
SECUP_0x540,NM,0x540,Cycle,500,No,8,3.2,1,Partial_Network_2_540_S,PartialNetwork2_540
SECUP_0x540,NM,0x540,Cycle,500,No,8,3.3,1,Partial_Network_3_540_S,PartialNetwork3_540
SECUP_0x540,NM,0x540,Cycle,500,No,8,3.4,1,Partial_Network_4_540_S,PartialNetwork4_540
SECUP_0x540,NM,0x540,Cycle,500,No,8,3.5,1,Partial_Network_5_540_S,PartialNetwork5_540
SECUP_0x540,NM,0x540,Cycle,500,No,8,3.6,1,Partial_Network_6_540_S,PartialNetwork6_540
SECUP_0x540,NM,0x540,Cycle,500,No,8,3.7,1,Partial_Network_7_540_S,PartialNetwork7_540
SECUP_0x540,NM,0x540,Cycle,500,No,8,4,1,Partial_Network_8_540_S,PartialNetwork8_540
SECUP_0x540,NM,0x540,Cycle,500,No,8,4.1,1,Partial_Network_9_540_S,PartialNetwork9_540
SECUP_0x540,NM,0x540,Cycle,500,No,8,4.2,1,Partial_Network_10_540_S,PartialNetwork10_540
SECUP_0x540,NM,0x540,Cycle,500,No,8,4.3,1,Partial_Network_11_540_S,PartialNetwork11_540
SECUP_0x540,NM,0x540,Cycle,500,No,8,4.4-6.7,20,Reserved_S,Reserved
SECUP_0x540,NM,0x540,Cycle,500,No,8,7.0-7.7,8,WakeUp_Reason_540_S,WakeUpReason_540
SECUP_0x540,NM,0x540,Cycle,500,No,8,8.0-8.7,8,CheckSum_540_S,CheckSum_540
PUCU_0x0A9,Service,0x0A9,Event,100,No,64,,,,
PUCU_0x0A9,Service,0x0A9,Event,100,No,64,1.0-1.3,4,Destination_DeviceID_0A9_S,目的设备ID
PUCU_0x0A9,Service,0x0A9,Event,100,No,64,1.4-1.7,4,Source_DeviceID_0A9_S,起始设备ID
PUCU_0x0A9,Service,0x0A9,Event,100,No,64,2.0-4.7,24,Service_Ctrl_Information_0A9_S,服务控制信息
PUCU_0x0A9,Service,0x0A9,Event,100,No,64,5.0-5.7,8,SessionId_0A9_S,流水号
PUCU_0x0A9,Service,0x0A9,Event,100,No,64,6.0-6.7,8,m_bMessageType_0A9_S,消息类型
PUCU_0x0A9,Service,0x0A9,Event,100,No,64,7.0-7.7,8,m_bReturnCode_0A9_S,返回码
SECUP_0x0BB,Normal,0x0BB,Cycle,1000,Yes,8,,,,
SECUP_0x0BB,Normal,0x0BB,Cycle,1000,Multiplexor,8,1.0-1.7,8,Child_ID_0BB_S,子ID_0BB
SECUP_0x0BB,Normal,0x0BB,Cycle,1000,子ID:0x01,8,2.0-2.1,2,CoPilot_Level_Motor_Sts_0BB_S,副驾水平电机工作状态
SECUP_0x0BB,Normal,0x0BB,Cycle,1000,子ID:0x01,8,2.2-2.3,2,CoPilot_Back_Motor_Sts_0BB_S,副驾靠背电机工作状态
SECUP_0x0BB,Normal,0x0BB,Cycle,1000,子ID:0x01,8,2.4-2.5,2,CoPilot_Heigh_Motor_Sts_0BB_S,副驾高度电机工作状态
SECUP_0x0BB,Normal,0x0BB,Cycle,1000,子ID:0x01,8,2.6-2.7,2,CoPilot_Pot_Motor_Sts_0BB_S,副驾坐盆电机工作状态
SECUP_0x0BB,Normal,0x0BB,Cycle,1000,子ID:0x01,8,3.0-3.1,2,CoPilot_Leg_Support_Motor_Sts_0BB_S,副驾腿托两向电机工作状态
SECUP_0x0BB,Normal,0x0BB,Cycle,1000,子ID:0x01,8,3.2-3.3,2,CoPilot_Headrest_Level_Motor_Sts_0BB_S,副驾头枕水平电机工作状态
SECUP_0x0BB,Normal,0x0BB,Cycle,1000,子ID:0x01,8,3.4-3.5,2,CoPilot_Headrest_Height_Motor_Sts_0BB_S,副驾头枕高度电机工作状态
SECUP_0x0BB,Normal,0x0BB,Cycle,1000,子ID:0x01,8,3.6-3.7,2,CoPilot_Leg_Rest_Flex_Motor_Sts_0BB_S,副驾腿托伸缩电机工作状态
SECUP_0x0BB,Normal,0x0BB,Cycle,1000,子ID:0x01,8,4.0-4.1,2,CoPilot_Foot_Rest_Board_Motor_Sts_0BB_S,副驾靠背脚歇板电机工作状态
SECUP_0x0BB,Normal,0x0BB,Cycle,1000,子ID:0x01,8,4.2-4.3,2,CoPilot_Back_Ventilation_On_0BB_S,靠背通风驱动开启状态
SECUP_0x0BB,Normal,0x0BB,Cycle,1000,子ID:0x01,8,4.4-4.5,2,CoPilot_Pot_Ventilation_On_0BB_S,坐垫通风驱动开启状态
